Gene,Z-Score
Gene_14231,-0.517958183
Gene_14232,-0.017709013
Gene_14233,-0.015475613
Gene_14234,0.527032214
Gene_14235,0.571281703
Gene_14236,1.218669943
Gene_14237,-1.506374705
Gene_14238,0.91294689
Gene_14239,-0.340539597
Gene_14240,0.658271398
Gene_14241,0.339422482
Gene_14242,-0.577223565
Gene_14243,1.520102684
Gene_14244,0.761209684
Gene_14245,0.420713488
Gene_14246,2.190093058
Gene_14247,-0.974267743
Gene_14248,0.02508096
Gene_14249,0.562124162
Gene_14250,-1.067016112
Gene_14251,-0.663965806
Gene_14252,0.996687722
Gene_14253,-0.496392699
Gene_14254,0.871885653
Gene_14255,-0.629593576
Gene_14256,2.020085579
Gene_14257,-2.342642538
Gene_14258,1.008632024
Gene_14259,0.250892746
Gene_14260,-1.530665453
Gene_14261,-0.223039222
Gene_14262,-1.926514148
Gene_14263,0.352334291
Gene_14264,-0.596870423
Gene_14265,-1.949802025
Gene_14266,0.165673454
Gene_14267,0.144831385
Gene_14268,2.10691647
Gene_14269,0.828004593
Gene_14270,-2.387490974
Gene_14271,-0.528356408
Gene_14272,1.104721434
Gene_14273,-1.626770155
Gene_14274,-0.771566257
Gene_14275,0.001809044
Gene_14276,-0.528040239
Gene_14277,1.591186397
Gene_14278,0.183143286
Gene_14279,0.033312848
Gene_14280,-0.916727616
Gene_14281,-1.102431875
Gene_14282,0.104021883
Gene_14283,-0.080193819
Gene_14284,-1.217111135
Gene_14285,0.234032783
Gene_14286,0.057383468
Gene_14287,-0.308236394
Gene_14288,1.192504631
Gene_14289,-0.012359889
Gene_14290,-0.238042731
Gene_14291,1.131170542
Gene_14292,-0.15092128
Gene_14293,-0.401483707
Gene_14294,-1.170122259
Gene_14295,0.060636296
Gene_14296,0.932435962
Gene_14297,-0.416961989
Gene_14298,-1.329310637
Gene_14299,1.010931284
Gene_14300,1.050285869
Gene_14301,0.584953858
Gene_14302,0.096106505
Gene_14303,0.420104204
Gene_14304,-1.550148888
Gene_14305,-0.582149761
Gene_14306,0.675584777
Gene_14307,0.338326389
Gene_14308,0.902547713
Gene_14309,1.533851535
Gene_14310,-1.235136923
Gene_14311,0.483572169
Gene_14312,-0.258369508
Gene_14313,-0.446473254
Gene_14314,2.471852381
Gene_14315,-1.570240418
Gene_14316,-0.181962764
Gene_14317,-0.236269693
Gene_14318,0.04766971
Gene_14319,-1.972412124
Gene_14320,-0.981111278
Gene_14321,0.048843343
Gene_14322,-1.395315306
Gene_14323,0.953454843
Gene_14324,0.579621389
Gene_14325,-1.587217666
Gene_14326,-0.230356349
Gene_14327,0.3755219
Gene_14328,-1.375769925
Gene_14329,-1.577458885
Gene_14330,-0.957548021
Gene_14331,2.68747128
Gene_14332,1.09433808
Gene_14333,-0.60859478
Gene_14334,-1.331097799
Gene_14335,-0.825320506
Gene_14336,1.52235142
Gene_14337,2.0337666
Gene_14338,-0.811874969
Gene_14339,0.31109098
Gene_14340,-0.262239356
Gene_14341,1.27031736
Gene_14342,-1.093938157
Gene_14343,0.978995522
Gene_14344,-1.340140675
Gene_14345,0.94775539
Gene_14346,-0.850729358
Gene_14347,-0.314448216
Gene_14348,-0.645423919
Gene_14349,1.961136247
Gene_14350,0.993992738
Gene_14351,-0.411351385
Gene_14352,-0.824751929
Gene_14353,1.313599983
Gene_14354,-3.398328531
Gene_14355,0.479177853
Gene_14356,-0.959288259
Gene_14357,2.254162196
Gene_14358,2.730708872
Gene_14359,0.03069005
Gene_14360,-0.365445955
Gene_14361,0.068006807
Gene_14362,-0.621614115
Gene_14363,-0.794433745
Gene_14364,0.234568606
Gene_14365,0.623751055
Gene_14366,0.133274908
Gene_14367,0.290103375
Gene_14368,-0.632556125
Gene_14369,-0.933818999
Gene_14370,-0.943565937
Gene_14371,0.771950357
Gene_14372,0.079615468
Gene_14373,0.201526182
Gene_14374,0.341334059
Gene_14375,-0.057818853
Gene_14376,0.108457202
Gene_14377,1.295812221
Gene_14378,0.776916037
Gene_14379,-0.172357382
Gene_14380,-0.472187211
Gene_14381,1.027280401
Gene_14382,0.332770811
Gene_14383,-0.307988683
Gene_14384,-1.291348752
Gene_14385,1.694042776
Gene_14386,-1.127047997
Gene_14387,0.284426824
Gene_14388,1.825241358
Gene_14389,-0.341221848
Gene_14390,-0.045477306
Gene_14391,0.853727769
Gene_14392,-1.193135672
Gene_14393,-1.669800834
Gene_14394,-0.357104629
Gene_14395,0.080704585
Gene_14396,0.069393476
Gene_14397,1.417202042
Gene_14398,-0.945900878
Gene_14399,-0.143710859
Gene_14400,1.50726823
Gene_14401,-0.27784469
Gene_14402,1.986975671
Gene_14403,-0.234296449
Gene_14404,-0.694041157
Gene_14405,-0.039164209
Gene_14406,0.259591907
Gene_14407,-0.411546013
Gene_14408,0.398139209
Gene_14409,-0.149176261
Gene_14410,1.269483906
Gene_14411,0.507892622
Gene_14412,0.010761757
Gene_14413,-0.316506826
Gene_14414,0.80284152
Gene_14415,0.031168598
Gene_14416,-0.452475062
Gene_14417,-0.723140375
Gene_14418,0.699396649
Gene_14419,-0.471635137
Gene_14420,-0.29992219
Gene_14421,0.553257427
Gene_14422,1.070897787
Gene_14423,0.595152945
Gene_14424,0.852762836
Gene_14425,0.709577461
Gene_14426,0.008302704
Gene_14427,0.394583915
Gene_14428,1.825892142
Gene_14429,-0.195936743
Gene_14430,-1.092449341
Gene_14431,-2.526377054
Gene_14432,1.935575417
Gene_14433,1.980806952
Gene_14434,-0.990857344
Gene_14435,1.285964186
Gene_14436,1.032536381
Gene_14437,0.641223574
Gene_14438,0.503197454
Gene_14439,-0.744633366
Gene_14440,0.129316823
Gene_14441,0.347967914
Gene_14442,0.06973726
Gene_14443,-0.054730643
Gene_14444,1.300391415
Gene_14445,1.015685869
Gene_14446,0.874243191
Gene_14447,0.932385941
Gene_14448,0.229325679
Gene_14449,1.165998046
Gene_14450,-1.198116371
Gene_14451,0.069557618
Gene_14452,0.708049465
Gene_14453,0.54344708
Gene_14454,0.37435288
Gene_14455,0.927087591
Gene_14456,1.44104202
Gene_14457,-1.063541451
Gene_14458,0.300359175
Gene_14459,-0.722331187
Gene_14460,1.07003918
Gene_14461,0.723987541
Gene_14462,-0.970333955
Gene_14463,-0.00667786
Gene_14464,-1.501135325
Gene_14465,0.949860007
Gene_14466,-0.535826596
Gene_14467,-1.130209662
Gene_14468,-0.345613317
Gene_14469,0.583854839
Gene_14470,0.286899931
Gene_14471,-0.489106836
Gene_14472,-0.104944346
Gene_14473,-0.291766895
Gene_14474,-0.934080206
Gene_14475,-1.86566448
Gene_14476,-0.006440646
Gene_14477,0.585006774
Gene_14478,-0.015941923
Gene_14479,2.049746825
Gene_14480,-0.595784693
Gene_14481,-0.041885311
Gene_14482,0.486097161
Gene_14483,0.440701132
Gene_14484,-0.255893437
Gene_14485,-0.054216655
Gene_14486,-0.083325751
Gene_14487,0.683264014
Gene_14488,-0.694901413
Gene_14489,-2.433742165
Gene_14490,-0.343113649
Gene_14491,1.687847335
Gene_14492,0.801281191
Gene_14493,-1.56863071
Gene_14494,0.675099344
Gene_14495,0.208432168
Gene_14496,-0.374933589
Gene_14497,-1.078120355
Gene_14498,-0.813590468
Gene_14499,-0.55993508
Gene_14500,1.835251152
Gene_14501,0.64010508
Gene_14502,-0.709586325
Gene_14503,-0.542001857
Gene_14504,-0.037448528
Gene_14505,-0.433176694
Gene_14506,0.015679375
Gene_14507,-0.145732927
Gene_14508,0.097271158
Gene_14509,-1.998316475
Gene_14510,0.800290433
Gene_14511,-0.560131615
Gene_14512,0.90684907
Gene_14513,2.196073122
Gene_14514,-1.452669212
Gene_14515,0.098430347
Gene_14516,-0.420077465
Gene_14517,0.394812784
Gene_14518,-2.107347004
Gene_14519,-0.35823901
Gene_14520,-0.818622259
Gene_14521,1.627028714
Gene_14522,1.859302469
Gene_14523,-0.286121073
Gene_14524,-1.147256199
Gene_14525,-0.838593888
Gene_14526,0.03905378
Gene_14527,-1.401334823
Gene_14528,0.519058575
Gene_14529,-0.196269231
Gene_14530,0.356326054
Gene_14531,0.394395058
Gene_14532,1.379416198
Gene_14533,0.635023138
Gene_14534,0.292958588
Gene_14535,0.249245214
Gene_14536,-1.978267078
Gene_14537,0.179660474
Gene_14538,0.612141587
Gene_14539,-0.121221034
Gene_14540,1.664823631
Gene_14541,-1.485397727
Gene_14542,-0.739860068
Gene_14543,-0.63522682
Gene_14544,0.009265952
Gene_14545,-0.646482994
Gene_14546,-1.240548986
Gene_14547,-0.355783623
Gene_14548,1.014793082
Gene_14549,0.754186231
Gene_14550,-0.694916044
Gene_14551,-0.373347142
Gene_14552,-0.777636637
Gene_14553,-1.261460482
Gene_14554,0.42697695
Gene_14555,-1.281115398
Gene_14556,0.662856256
Gene_14557,1.818642628
Gene_14558,0.375681081
Gene_14559,0.62276265
Gene_14560,0.594280816
Gene_14561,-0.488668543
Gene_14562,0.369979688
Gene_14563,0.312366099
Gene_14564,-0.625890765
Gene_14565,-2.516315171
Gene_14566,-1.04791802
Gene_14567,-0.942083907
Gene_14568,0.50100258
Gene_14569,-1.478907002
Gene_14570,1.87091399
Gene_14571,1.629232538
Gene_14572,1.052179831
Gene_14573,-0.51007614
Gene_14574,-2.07855933
Gene_14575,0.832183733
Gene_14576,-0.747883852
Gene_14577,0.787543665
Gene_14578,0.601228903
Gene_14579,-0.440049034
Gene_14580,-1.220158808
Gene_14581,0.187187352
Gene_14582,-1.569697773
Gene_14583,0.281128159
Gene_14584,0.470160469
Gene_14585,-0.659519432
Gene_14586,-1.503135315
Gene_14587,1.628267892
Gene_14588,-0.534806174
Gene_14589,-0.20728128
Gene_14590,1.091427186
Gene_14591,-0.568306592
Gene_14592,-0.761501622
Gene_14593,2.010128267
Gene_14594,-0.732664214
Gene_14595,1.216812867
Gene_14596,0.153010048
Gene_14597,0.131899127
Gene_14598,-0.506530098
Gene_14599,-0.199571666
Gene_14600,1.78713826
Gene_14601,0.855202212
Gene_14602,-1.362720925
Gene_14603,-0.991414823
Gene_14604,0.382947935
Gene_14605,0.638762525
Gene_14606,0.766702293
Gene_14607,-0.076795506
Gene_14608,-0.849389987
Gene_14609,-0.809991487
Gene_14610,-2.300586275
Gene_14611,1.633551587
Gene_14612,-2.629262982
Gene_14613,-0.241443071
Gene_14614,-1.771526031
Gene_14615,-0.584429623
Gene_14616,0.576197083
Gene_14617,-2.286558408
Gene_14618,0.352602056
Gene_14619,0.871488562
Gene_14620,-0.417246724
Gene_14621,2.739364462
Gene_14622,-2.244991262
Gene_14623,-1.712922866
Gene_14624,-0.303154959
Gene_14625,-0.282861969
Gene_14626,0.114471178
Gene_14627,0.928282796
Gene_14628,-1.255936982
Gene_14629,-1.358159231
Gene_14630,-0.694494327
Gene_14631,1.030941177
Gene_14632,0.809471433
Gene_14633,-0.069775432
Gene_14634,-0.50874412
Gene_14635,-0.152790341
Gene_14636,0.362061482
Gene_14637,0.098975317
Gene_14638,-1.408295483
Gene_14639,-1.478186695
Gene_14640,-0.258680352
Gene_14641,0.724891707
Gene_14642,-1.060821326
Gene_14643,0.407482085
Gene_14644,-1.788558537
Gene_14645,0.071088668
Gene_14646,-0.781620616
Gene_14647,-2.089897687
Gene_14648,-0.546437526
Gene_14649,-1.2633218
Gene_14650,-0.276509106
Gene_14651,0.412638369
Gene_14652,0.456796633
Gene_14653,-1.977096326
Gene_14654,0.575046406
Gene_14655,0.412931465
Gene_14656,-0.423673016
Gene_14657,-1.268307258
Gene_14658,-0.408130018
Gene_14659,1.611235785
Gene_14660,0.596533143
Gene_14661,0.972527687
Gene_14662,-0.98892604
Gene_14663,-0.532517018
Gene_14664,-1.296962797
Gene_14665,-0.665325359
Gene_14666,1.358220113
Gene_14667,-0.449174533
Gene_14668,-0.689105772
Gene_14669,0.238730429
Gene_14670,-0.574506015
Gene_14671,0.092733658
Gene_14672,-0.568727317
Gene_14673,0.190878515
Gene_14674,-0.380059679
Gene_14675,-1.117950722
Gene_14676,1.054087921
Gene_14677,1.817965286
Gene_14678,0.497569964
Gene_14679,-1.501778479
Gene_14680,-0.228237642
Gene_14681,0.244896895
Gene_14682,-1.685205196
Gene_14683,-0.536168059
Gene_14684,-1.404685618
Gene_14685,-1.029713168
Gene_14686,0.339462214
Gene_14687,-0.049483473
Gene_14688,-1.095017332
Gene_14689,-0.067076836
Gene_14690,-0.362394352
Gene_14691,0.882852794
Gene_14692,-2.073828899
Gene_14693,-0.740866801
Gene_14694,1.517413293
Gene_14695,-1.164037499
Gene_14696,-1.081120419
Gene_14697,-0.518011735
Gene_14698,1.268761534
Gene_14699,0.402209552
Gene_14700,-1.06242159
Gene_14701,-0.084456501
Gene_14702,-0.351634573
Gene_14703,0.449796808
Gene_14704,-0.041898789
Gene_14705,0.196415254
Gene_14706,-0.321608195
Gene_14707,1.322496463
Gene_14708,-0.042805613
Gene_14709,-0.626347988
Gene_14710,1.060592643
Gene_14711,0.590567437
Gene_14712,-0.909695688
Gene_14713,-3.940008378
Gene_14714,0.540421932
Gene_14715,-0.435867736
Gene_14716,0.042458104
Gene_14717,1.182223227
Gene_14718,-0.952963791
Gene_14719,-1.1247389
Gene_14720,-1.39611463
Gene_14721,2.203408674
Gene_14722,1.191694243
Gene_14723,0.671625051
Gene_14724,-1.926934415
Gene_14725,-1.423781936
Gene_14726,0.702595142
Gene_14727,0.401581971
Gene_14728,-0.271799474
Gene_14729,-1.352069798
Gene_14730,1.055237702
Gene_14731,1.791909027
Gene_14732,0.43861873
Gene_14733,-0.755995257
Gene_14734,1.524192821
Gene_14735,0.168565063
Gene_14736,1.629890784
Gene_14737,-0.358001526
Gene_14738,2.062086571
Gene_14739,-0.448481704
Gene_14740,-0.661395368
Gene_14741,0.829222564
Gene_14742,-0.073166474
Gene_14743,0.3874648
Gene_14744,-1.018485744
Gene_14745,-1.000644846
Gene_14746,-0.381407927
Gene_14747,0.358372111
Gene_14748,-0.777886775
Gene_14749,1.069187947
Gene_14750,-0.107301747
Gene_14751,1.707305438
Gene_14752,-1.052110461
Gene_14753,0.342354138
Gene_14754,0.459235622
Gene_14755,0.271145874
Gene_14756,-0.048922586
Gene_14757,0.84717432
Gene_14758,-1.235767301
Gene_14759,0.282874482
Gene_14760,-0.986417491
Gene_14761,-0.579169309
Gene_14762,0.268430217
Gene_14763,0.948157498
Gene_14764,-1.373761688
Gene_14765,1.650809519
Gene_14766,1.002342142
Gene_14767,0.043516907
Gene_14768,-1.067515021
Gene_14769,1.528877806
Gene_14770,0.462301787
Gene_14771,0.461468844
Gene_14772,-0.677758343
Gene_14773,0.194159544
Gene_14774,-0.626082557
Gene_14775,1.215299346
Gene_14776,1.239918102
Gene_14777,-0.153543196
Gene_14778,-0.585146834
Gene_14779,0.791348614
Gene_14780,0.651585186
Gene_14781,-1.166279984
Gene_14782,-0.291557053
Gene_14783,2.192890013
Gene_14784,-0.008076665
Gene_14785,0.235093591
Gene_14786,0.545005022
Gene_14787,-0.558723352
Gene_14788,0.766316176
Gene_14789,0.378081315
Gene_14790,1.125212726
Gene_14791,-1.685263534
Gene_14792,0.354128428
Gene_14793,0.209980193
Gene_14794,-1.417057744
Gene_14795,-0.266449574
Gene_14796,0.394142254
Gene_14797,0.05009718
Gene_14798,-0.024751831
Gene_14799,-0.014364936
Gene_14800,-0.465424153
Gene_14801,2.005510716
Gene_14802,0.32831321
Gene_14803,0.309759733
Gene_14804,-1.327365795
Gene_14805,-0.315578574
Gene_14806,-0.52896457
Gene_14807,-0.030895174
Gene_14808,-0.321549361
Gene_14809,-0.617390935
Gene_14810,-0.228436753
Gene_14811,-1.082901685
Gene_14812,0.595200155
Gene_14813,0.805009544
Gene_14814,0.498067506
Gene_14815,0.855792341
Gene_14816,0.785621704
Gene_14817,-1.284327985
Gene_14818,1.492664583
Gene_14819,0.869096076
Gene_14820,-1.90927387
Gene_14821,-0.760037878
Gene_14822,-1.232632923
Gene_14823,0.433992508
Gene_14824,-0.534014165
Gene_14825,0.023969102
Gene_14826,1.734508757
Gene_14827,1.444265585
Gene_14828,-0.957783344
Gene_14829,0.457885638
Gene_14830,1.827112982
Gene_14831,-0.914770501
Gene_14832,0.967944161
Gene_14833,-0.168224474
Gene_14834,-0.940833349
Gene_14835,1.514152124
Gene_14836,-0.428483484
Gene_14837,-0.149521845
Gene_14838,-0.354896614
Gene_14839,1.053461183
Gene_14840,0.983421536
Gene_14841,-0.741885645
Gene_14842,0.115949866
Gene_14843,0.368779293
Gene_14844,0.975429422
Gene_14845,-0.607684533
Gene_14846,1.382475582
Gene_14847,0.814484553
Gene_14848,-0.949681042
Gene_14849,0.484644509
Gene_14850,0.489290638
Gene_14851,-0.709081176
Gene_14852,0.42652047
Gene_14853,0.002410441
Gene_14854,-1.531309977
Gene_14855,-3.195941777
Gene_14856,2.04913191
Gene_14857,-0.124082513
Gene_14858,0.107991608
Gene_14859,-1.026510617
Gene_14860,-0.598407034
Gene_14861,2.168269821
Gene_14862,2.417945723
Gene_14863,-1.85535023
Gene_14864,0.057493854
Gene_14865,1.868081923
Gene_14866,0.197924206
Gene_14867,0.684099789
Gene_14868,-0.169538062
Gene_14869,0.515308338
Gene_14870,1.445557111
Gene_14871,0.521703776
Gene_14872,-1.215685151
Gene_14873,-0.63069998
Gene_14874,0.773373091
Gene_14875,-0.067840496
Gene_14876,-0.545246376
Gene_14877,-1.090027612
Gene_14878,-0.996818744
Gene_14879,-0.715107839
Gene_14880,0.456749462
Gene_14881,-0.517228424
Gene_14882,0.177937648
Gene_14883,0.157653015
Gene_14884,0.768945426
Gene_14885,-0.821944387
Gene_14886,1.616422973
Gene_14887,-1.759023292
Gene_14888,-0.325617013
Gene_14889,-0.424736957
Gene_14890,-0.789814118
Gene_14891,-2.204275685
Gene_14892,1.213403835
Gene_14893,0.829370236
Gene_14894,0.498779087
Gene_14895,-0.726296539
Gene_14896,-0.505633625
Gene_14897,-0.336243512
Gene_14898,-0.239678159
Gene_14899,0.795095033
Gene_14900,-0.494532533
Gene_14901,-0.856725906
Gene_14902,0.146622371
Gene_14903,0.042549608
Gene_14904,0.503512806
Gene_14905,1.388755333
Gene_14906,-0.406988333
Gene_14907,0.932168303
Gene_14908,0.142143521
Gene_14909,1.02438483
Gene_14910,1.232130683
Gene_14911,-0.757290622
Gene_14912,1.979472208
Gene_14913,0.181097925
Gene_14914,-1.147304362
Gene_14915,-1.138932651
Gene_14916,1.47313377
Gene_14917,1.314354074
Gene_14918,1.096523416
Gene_14919,-0.541214393
Gene_14920,-0.373636763
Gene_14921,-1.575728836
Gene_14922,-0.29187519
Gene_14923,0.170640094
Gene_14924,1.500179099
Gene_14925,-0.275473008
Gene_14926,-0.333714019
Gene_14927,0.289383811
Gene_14928,0.850562342
Gene_14929,1.552801233
Gene_14930,-0.699422093
Gene_14931,-0.170965038
Gene_14932,0.136954211
Gene_14933,-0.266251477
Gene_14934,-0.620491031
Gene_14935,-0.256970592
Gene_14936,-1.218195964
Gene_14937,-0.606245696
Gene_14938,-1.233057226
Gene_14939,0.012134655
Gene_14940,-0.391565699
Gene_14941,-0.54549226
Gene_14942,0.015969004
Gene_14943,-2.473381346
Gene_14944,-0.317006287
Gene_14945,0.194616462
Gene_14946,0.974803293
Gene_14947,0.609121984
Gene_14948,1.270488571
Gene_14949,-1.433423486
Gene_14950,1.046490333
Gene_14951,0.298793984
Gene_14952,-0.5369913
Gene_14953,0.108096631
Gene_14954,3.125464239
Gene_14955,0.145326815
Gene_14956,0.080331677
Gene_14957,0.859062681
Gene_14958,-0.218966144
Gene_14959,-0.792492329
Gene_14960,1.404043592
Gene_14961,-1.439347225
Gene_14962,0.043176778
Gene_14963,-0.064797719
Gene_14964,-0.833018678
Gene_14965,-1.317850886
Gene_14966,-0.127488587
Gene_14967,0.36621891
Gene_14968,1.047532619
Gene_14969,-0.771423157
Gene_14970,-0.784453888
Gene_14971,1.526128468
Gene_14972,-0.467854873
Gene_14973,-0.333855427
Gene_14974,1.218819409
Gene_14975,-1.646093258
Gene_14976,-1.201311808
Gene_14977,1.391969003
Gene_14978,-0.601531008
Gene_14979,-0.533949062
Gene_14980,-0.449798856
Gene_14981,-0.320215055
Gene_14982,-0.459233385
Gene_14983,0.142483195
Gene_14984,1.252769822
Gene_14985,-0.803525891
Gene_14986,-0.591115677
Gene_14987,0.03205046
Gene_14988,1.571540778
Gene_14989,-0.29546983
Gene_14990,-0.899032702
Gene_14991,-2.019420656
Gene_14992,-0.760960704
Gene_14993,-0.867573026
Gene_14994,-1.191611517
Gene_14995,0.070337463
Gene_14996,-0.262980632
Gene_14997,1.426036856
Gene_14998,0.215424145
Gene_14999,1.008554795
Gene_15000,-0.171221017
Gene_15001,-0.878442051
Gene_15002,0.618881014
Gene_15003,-1.128859954
Gene_15004,1.157450557
Gene_15005,-0.747813341
Gene_15006,0.740353672
Gene_15007,0.376263861
Gene_15008,-0.971071081
Gene_15009,1.21054298
Gene_15010,1.920461736
Gene_15011,-0.749363501
Gene_15012,-0.654522235
Gene_15013,0.068707059
Gene_15014,0.867662012
Gene_15015,1.224460425
Gene_15016,-0.358235262
Gene_15017,0.137852342
Gene_15018,-0.351860444
Gene_15019,-0.412936341
Gene_15020,-0.531620419
Gene_15021,-1.363538891
Gene_15022,0.863168843
Gene_15023,0.10196344
Gene_15024,1.525841886
Gene_15025,0.824305264
Gene_15026,-0.40017913
Gene_15027,-1.141246884
Gene_15028,1.86738182
Gene_15029,-1.698542938
Gene_15030,-0.341884457
Gene_15031,-0.326276217
Gene_15032,-0.647081316
Gene_15033,-0.85134979
Gene_15034,-1.221257535
Gene_15035,-0.725573925
Gene_15036,-0.05119718
Gene_15037,0.305694847
Gene_15038,-0.524962917
Gene_15039,-0.530185706
Gene_15040,-1.042409222
Gene_15041,0.167543744
Gene_15042,0.048107493
Gene_15043,0.379536058
Gene_15044,-0.541219981
Gene_15045,-0.910713593
Gene_15046,-0.019549135
Gene_15047,0.520567526
Gene_15048,-0.887088362
Gene_15049,-0.627581087
Gene_15050,-1.224645874
Gene_15051,-1.171783047
Gene_15052,-0.546695658
Gene_15053,-0.841315502
Gene_15054,0.800416677
Gene_15055,0.029959467
Gene_15056,1.265139253
Gene_15057,1.275235639
Gene_15058,0.015187626
Gene_15059,-2.003819503
Gene_15060,0.398383979
Gene_15061,1.144177198
Gene_15062,0.63245886
Gene_15063,0.348750962
Gene_15064,-0.247950614
Gene_15065,-1.178021989
Gene_15066,0.625565743
Gene_15067,-0.195264017
Gene_15068,0.312191276
Gene_15069,-0.587091393
Gene_15070,1.99937015
Gene_15071,0.23904225
Gene_15072,-0.379816004
Gene_15073,-1.136339885
Gene_15074,-1.398691192
Gene_15075,0.620672513
Gene_15076,-0.582245077
Gene_15077,-0.449915264
Gene_15078,-0.542838378
Gene_15079,-1.092065985
Gene_15080,-0.29019279
Gene_15081,0.056390809
Gene_15082,-1.006605612
Gene_15083,0.331927069
Gene_15084,-1.223506706
Gene_15085,-0.440992069
Gene_15086,0.364607423
Gene_15087,-0.013660601
Gene_15088,-1.641261988
Gene_15089,-2.786258082
Gene_15090,0.56697376
Gene_15091,0.690217956
Gene_15092,0.437371568
Gene_15093,-0.227249649
Gene_15094,-0.248028296
Gene_15095,-0.106646185
Gene_15096,0.585217631
Gene_15097,-0.13347218
Gene_15098,0.373972508
Gene_15099,1.314262298
Gene_15100,-0.967051274
Gene_15101,-0.185362889
Gene_15102,-0.858389326
Gene_15103,-0.393493984
Gene_15104,-0.101213251
Gene_15105,-0.879634623
Gene_15106,-1.624065998
Gene_15107,-1.3065305
Gene_15108,0.443553147
Gene_15109,-0.668326662
Gene_15110,-0.218714381
Gene_15111,0.04946123
Gene_15112,0.90724958
Gene_15113,-0.283816738
Gene_15114,0.246423544
Gene_15115,-1.132066147
Gene_15116,-0.160847388
Gene_15117,-0.97762546
Gene_15118,-0.141205721
Gene_15119,0.127567938
Gene_15120,-0.234167744
Gene_15121,-0.42318599
Gene_15122,0.269141738
Gene_15123,-0.403220198
Gene_15124,-0.414101679
Gene_15125,-1.052873105
Gene_15126,0.505815356
Gene_15127,-0.042286807
Gene_15128,-0.479616319
Gene_15129,-1.038693151
Gene_15130,2.336872411
Gene_15131,-3.016578362
Gene_15132,-0.758313078
Gene_15133,-0.48233945
Gene_15134,0.920543823
Gene_15135,-0.314551474
Gene_15136,0.181953614
Gene_15137,-0.441192272
Gene_15138,1.843649633
Gene_15139,0.395350279
Gene_15140,-0.650341381
Gene_15141,0.70372828
Gene_15142,-0.247410598
Gene_15143,1.826662998
Gene_15144,1.35147485
Gene_15145,0.294389668
Gene_15146,-0.236733796
Gene_15147,-0.634994096
Gene_15148,0.882088093
Gene_15149,1.451875885
Gene_15150,-0.291716758
Gene_15151,0.449204595
Gene_15152,0.505443687
Gene_15153,0.890035326
Gene_15154,-0.778528099
Gene_15155,0.443956672
Gene_15156,2.243899905
Gene_15157,0.095929132
Gene_15158,0.453638163
Gene_15159,0.378791096
Gene_15160,0.553521623
Gene_15161,-1.157446098
Gene_15162,2.047655521
Gene_15163,0.099980619
Gene_15164,0.544625949
Gene_15165,0.088086436
Gene_15166,0.943345163
Gene_15167,-0.501845965
Gene_15168,-1.307168617
Gene_15169,-0.117501833
Gene_15170,0.479302216
Gene_15171,-0.346619915
Gene_15172,-0.671410804
Gene_15173,0.348450136
Gene_15174,-0.927566997
Gene_15175,0.979357455
Gene_15176,-0.312307417
Gene_15177,0.497428064
Gene_15178,-1.161145018
Gene_15179,1.353424634
Gene_15180,0.468867585
Gene_15181,0.613642896
Gene_15182,-1.290630569
Gene_15183,-0.749592656
Gene_15184,0.199082344
Gene_15185,-1.082743617
Gene_15186,-0.626962801
Gene_15187,0.755026963
Gene_15188,-0.60585967
Gene_15189,0.373788936
Gene_15190,-0.827058052
Gene_15191,0.600846477
Gene_15192,-1.120881356
Gene_15193,0.593886889
Gene_15194,2.1634882
Gene_15195,-0.53498096
Gene_15196,-0.661283452
Gene_15197,1.139252724
Gene_15198,0.064788919
Gene_15199,-1.169659551
Gene_15200,0.339318231
Gene_15201,0.216551591
Gene_15202,-0.632613539
Gene_15203,-0.671153834
Gene_15204,0.868641131
Gene_15205,-0.988097647
Gene_15206,-1.370672298
Gene_15207,-0.775011885
Gene_15208,0.865531302
Gene_15209,-0.261477845
Gene_15210,-0.56432506
Gene_15211,-0.068475334
Gene_15212,0.487481608
Gene_15213,1.534717192
Gene_15214,0.350930674
Gene_15215,1.960018813
Gene_15216,0.731387954
Gene_15217,-0.297615757
Gene_15218,0.891052305
Gene_15219,0.636970777
Gene_15220,1.162121252
Gene_15221,0.736949959
Gene_15222,0.11392958
Gene_15223,-0.480929224
Gene_15224,0.134867293
Gene_15225,-1.482009437
Gene_15226,-0.162945253
Gene_15227,-1.179639028
Gene_15228,0.458173601
Gene_15229,0.834197054
Gene_15230,0.315519385
Gene_15231,-0.162599693
Gene_15232,-0.285250499
Gene_15233,1.201005194
Gene_15234,0.986521134
Gene_15235,-1.061307805
Gene_15236,0.255241777
Gene_15237,0.325201616
Gene_15238,-0.205463966
Gene_15239,-1.365710293
Gene_15240,-2.054574088
Gene_15241,0.172246629
Gene_15242,-1.693146217
Gene_15243,-0.523540705
Gene_15244,0.684412501
Gene_15245,0.415912013
Gene_15246,-0.596586592
Gene_15247,0.895475274
Gene_15248,0.526042352
Gene_15249,-0.488045651
Gene_15250,1.521154588
Gene_15251,0.487375542
Gene_15252,-0.77973396
Gene_15253,-2.052972518
Gene_15254,0.223898687
Gene_15255,-0.504903475
Gene_15256,0.020966563
Gene_15257,-0.236703847
Gene_15258,-2.198153476
Gene_15259,-0.292146855
Gene_15260,-1.102537236
Gene_15261,-0.508160416
Gene_15262,-0.578991016
Gene_15263,0.06389432
Gene_15264,0.299774469
Gene_15265,0.461354941
