Gene,Z-Score
Gene_19217,2.085029676
Gene_19218,-2.289227264
Gene_19219,0.784367136
Gene_19220,0.712804805
Gene_19221,0.541582932
Gene_19222,0.176212706
Gene_19223,0.550679323
Gene_19224,0.86817548
Gene_19225,-0.725887584
Gene_19226,0.299195622
Gene_19227,-0.183316842
Gene_19228,-1.0937684
Gene_19229,0.717169975
Gene_19230,-0.564360425
Gene_19231,-1.497858675
Gene_19232,-0.539110661
Gene_19233,-0.798898898
Gene_19234,1.028479009
Gene_19235,0.153193141
Gene_19236,1.382382746
Gene_19237,-0.666556231
Gene_19238,0.874169872
Gene_19239,2.839622915
Gene_19240,0.356032467
Gene_19241,0.861648862
Gene_19242,0.693517664
Gene_19243,-1.422075327
Gene_19244,0.585817297
Gene_19245,0.306456321
Gene_19246,-0.259747383
Gene_19247,-0.884036374
Gene_19248,0.69398324
Gene_19249,-0.97240374
Gene_19250,2.133645605
Gene_19251,0.114169083
Gene_19252,-1.223307048
Gene_19253,-0.513996278
Gene_19254,-0.278134338
Gene_19255,2.412376654
Gene_19256,-0.884588947
Gene_19257,-0.116217263
Gene_19258,-0.53782837
Gene_19259,0.499258486
Gene_19260,-0.521883414
Gene_19261,-1.139056666
Gene_19262,-0.19529458
Gene_19263,-0.299393843
Gene_19264,-0.592244378
Gene_19265,-0.538810359
Gene_19266,1.184695798
Gene_19267,-0.319740214
Gene_19268,-1.134127662
Gene_19269,-0.462115964
Gene_19270,0.054335659
Gene_19271,-1.336269637
Gene_19272,1.62597796
Gene_19273,0.867579478
Gene_19274,1.430172744
Gene_19275,0.392128125
Gene_19276,-2.09369745
Gene_19277,1.535333717
Gene_19278,-0.86356836
Gene_19279,-0.782186744
Gene_19280,0.156325144
Gene_19281,1.378229847
Gene_19282,1.053287134
Gene_19283,0.90628112
Gene_19284,-0.311827053
Gene_19285,-0.327607526
Gene_19286,0.345943668
Gene_19287,-0.130070841
Gene_19288,0.889317907
Gene_19289,0.830117664
Gene_19290,0.591341321
Gene_19291,-2.525961282
Gene_19292,0.127988364
Gene_19293,-0.108853881
Gene_19294,0.168025602
Gene_19295,-0.754324639
Gene_19296,-1.32478591
Gene_19297,0.46313848
Gene_19298,-0.356301318
Gene_19299,0.574692994
Gene_19300,-0.670914378
Gene_19301,1.41591064
Gene_19302,1.001064843
Gene_19303,0.296827109
Gene_19304,-0.213288413
Gene_19305,0.852408878
Gene_19306,0.392547815
Gene_19307,0.238584188
Gene_19308,1.04286541
Gene_19309,1.426536154
Gene_19310,-1.252411184
Gene_19311,-1.050384107
Gene_19312,-0.780260725
Gene_19313,-1.502424598
Gene_19314,-0.062748526
Gene_19315,0.600116455
Gene_19316,-0.021418295
Gene_19317,-0.534121642
Gene_19318,1.126457757
Gene_19319,0.140556403
Gene_19320,0.342982967
Gene_19321,1.154234805
Gene_19322,-0.123241939
Gene_19323,2.060214073
Gene_19324,-0.447815004
Gene_19325,1.997948205
Gene_19326,-0.974735182
Gene_19327,0.517484903
Gene_19328,-0.642532169
Gene_19329,1.119566117
Gene_19330,-0.478232608
Gene_19331,0.290871191
Gene_19332,-0.650541996
Gene_19333,0.937225174
Gene_19334,-0.655751261
Gene_19335,1.683414845
Gene_19336,-0.995997107
Gene_19337,-1.345627918
Gene_19338,0.951552078
Gene_19339,-0.59164364
Gene_19340,-0.007237313
Gene_19341,-0.322241154
Gene_19342,-1.312608267
Gene_19343,-0.076993664
Gene_19344,1.264915895
Gene_19345,1.003137003
Gene_19346,0.231792763
Gene_19347,1.112268293
Gene_19348,-1.059518585
Gene_19349,-0.325454329
Gene_19350,0.395804941
Gene_19351,-0.130414827
Gene_19352,-0.24682333
Gene_19353,-1.200643732
Gene_19354,-2.081341389
Gene_19355,0.817866425
Gene_19356,0.243221573
Gene_19357,0.901998378
Gene_19358,-0.437235942
Gene_19359,-0.712777885
Gene_19360,0.006547967
Gene_19361,0.854199649
Gene_19362,-0.231452215
Gene_19363,0.801785184
Gene_19364,-1.006308006
Gene_19365,-0.161447133
Gene_19366,-0.070114144
Gene_19367,1.226389944
Gene_19368,0.207627398
Gene_19369,1.746077518
Gene_19370,-1.3476848
Gene_19371,0.129918904
Gene_19372,0.179398039
Gene_19373,0.620093198
Gene_19374,-0.813359936
Gene_19375,1.684446339
Gene_19376,0.012963941
Gene_19377,-1.087067513
Gene_19378,-0.01602499
Gene_19379,-0.313161523
Gene_19380,2.783235142
Gene_19381,1.0499436
Gene_19382,0.049661356
Gene_19383,-0.111916685
Gene_19384,0.951056862
Gene_19385,0.99886216
Gene_19386,-2.911549919
Gene_19387,0.642993155
Gene_19388,0.027966544
Gene_19389,-1.311143822
Gene_19390,0.88021414
Gene_19391,2.246188014
Gene_19392,0.556795947
Gene_19393,1.100428442
Gene_19394,1.804119092
Gene_19395,-0.830262151
Gene_19396,-1.857571445
Gene_19397,0.656866063
Gene_19398,-0.247611536
Gene_19399,-1.374173452
Gene_19400,-0.078169936
Gene_19401,0.727547374
Gene_19402,-0.148971665
Gene_19403,-0.786827631
Gene_19404,-0.22350706
Gene_19405,-0.019476465
Gene_19406,-1.929482263
Gene_19407,-0.142774953
Gene_19408,-1.344340472
Gene_19409,0.659025952
Gene_19410,-1.561042576
Gene_19411,1.012692205
Gene_19412,-0.409165069
Gene_19413,-0.542975707
Gene_19414,0.294454597
Gene_19415,-0.866034445
Gene_19416,0.278745754
Gene_19417,-0.732108775
Gene_19418,-0.556734512
Gene_19419,0.405354169
Gene_19420,-1.138580734
Gene_19421,-1.264337302
Gene_19422,0.248225507
Gene_19423,-0.026899852
Gene_19424,0.168692745
Gene_19425,0.327639237
Gene_19426,0.057375554
Gene_19427,0.608092624
Gene_19428,0.097436287
Gene_19429,-2.0073039
Gene_19430,-1.747884595
Gene_19431,1.92794918
Gene_19432,7.19E-05
Gene_19433,0.950241652
Gene_19434,-0.345703906
Gene_19435,-0.058015094
Gene_19436,-0.453364654
Gene_19437,2.465927331
Gene_19438,0.253242422
Gene_19439,-0.534857906
Gene_19440,-1.651539713
Gene_19441,1.973733443
Gene_19442,-0.163278385
Gene_19443,0.74422912
Gene_19444,0.85599729
Gene_19445,-0.462830523
Gene_19446,0.672452775
Gene_19447,-0.604138287
Gene_19448,-0.990426362
Gene_19449,1.164464693
Gene_19450,-0.15818938
Gene_19451,0.518512834
Gene_19452,0.410920994
Gene_19453,0.63793196
Gene_19454,-1.556536934
Gene_19455,-0.585290531
Gene_19456,-0.324475157
Gene_19457,-0.831478673
Gene_19458,0.429006848
Gene_19459,1.186893078
Gene_19460,1.345184655
Gene_19461,-0.339204765
Gene_19462,0.291965862
Gene_19463,0.445643504
Gene_19464,0.621256094
Gene_19465,-0.878135073
Gene_19466,1.820580268
Gene_19467,0.926520184
Gene_19468,0.952649344
Gene_19469,1.203460057
Gene_19470,0.534135942
Gene_19471,-1.027313423
Gene_19472,-0.138972732
Gene_19473,-1.651053395
Gene_19474,0.41507251
Gene_19475,-0.169213658
Gene_19476,-0.040522384
Gene_19477,1.20400113
Gene_19478,-0.456994039
Gene_19479,-0.252123159
Gene_19480,0.021973296
Gene_19481,-1.839992249
Gene_19482,-0.266063656
Gene_19483,-2.485794912
Gene_19484,-0.585521562
Gene_19485,0.855189053
Gene_19486,0.447266558
Gene_19487,-0.59482031
Gene_19488,0.040798218
Gene_19489,-1.074989567
Gene_19490,-0.002343403
Gene_19491,2.930320285
Gene_19492,1.84580132
Gene_19493,0.05262213
Gene_19494,0.160144165
Gene_19495,-0.979565315
Gene_19496,-0.801789108
Gene_19497,0.362184322
Gene_19498,-0.524892566
Gene_19499,0.904149595
Gene_19500,1.569685681
Gene_19501,0.332620785
Gene_19502,0.101737206
Gene_19503,-1.680779625
Gene_19504,0.747610245
Gene_19505,-1.143671302
Gene_19506,-0.418009129
Gene_19507,0.959575892
Gene_19508,1.029758164
Gene_19509,-0.466507527
Gene_19510,-0.408915535
Gene_19511,-0.699318873
Gene_19512,-1.197853745
Gene_19513,-0.634795482
Gene_19514,-1.613130019
Gene_19515,0.683062582
Gene_19516,0.394523605
Gene_19517,0.560529285
Gene_19518,-0.954404051
Gene_19519,-1.195070564
Gene_19520,0.053514274
Gene_19521,0.064102565
Gene_19522,-0.147269828
Gene_19523,-0.289483269
Gene_19524,1.710775778
Gene_19525,0.426025012
Gene_19526,1.970678391
Gene_19527,1.268965025
Gene_19528,1.703270926
Gene_19529,-1.074462766
Gene_19530,0.593170991
Gene_19531,-0.431765489
Gene_19532,-1.663386711
Gene_19533,1.49600317
Gene_19534,-0.293692526
Gene_19535,-1.05510163
Gene_19536,-0.414563863
Gene_19537,-0.796224123
Gene_19538,-0.693697968
Gene_19539,-0.22160339
Gene_19540,1.730815193
Gene_19541,-0.666317217
Gene_19542,1.659270664
Gene_19543,0.848836796
Gene_19544,0.396271564
Gene_19545,0.748120032
Gene_19546,0.013655664
Gene_19547,1.286050104
Gene_19548,0.566980263
Gene_19549,-1.664665985
Gene_19550,0.296251932
Gene_19551,0.783973143
Gene_19552,-0.289001219
Gene_19553,0.126255873
Gene_19554,-0.612857995
Gene_19555,-1.377625656
Gene_19556,-1.550376871
Gene_19557,-1.537067987
Gene_19558,0.669044742
Gene_19559,-2.490281708
Gene_19560,-0.666479927
Gene_19561,-0.765653285
Gene_19562,-0.282159536
Gene_19563,-1.85643155
Gene_19564,0.403888095
Gene_19565,-1.273161394
Gene_19566,1.132405541
Gene_19567,-0.621765688
Gene_19568,-0.095613023
Gene_19569,0.003773857
Gene_19570,0.244241053
Gene_19571,0.037014377
Gene_19572,-0.427110549
Gene_19573,0.343048531
Gene_19574,0.46614713
Gene_19575,-0.765134667
Gene_19576,0.426367819
Gene_19577,1.191720302
Gene_19578,0.705894196
Gene_19579,0.932375242
Gene_19580,0.171920849
Gene_19581,-0.936150446
Gene_19582,-0.80964446
Gene_19583,0.319887968
Gene_19584,0.942763725
Gene_19585,2.785911914
Gene_19586,0.981821944
Gene_19587,-1.170435757
Gene_19588,-0.767272572
Gene_19589,2.278517316
Gene_19590,-0.214388932
Gene_19591,0.047514635
Gene_19592,-0.96041692
Gene_19593,1.565103406
Gene_19594,0.500333207
Gene_19595,-0.774601348
Gene_19596,-0.993825289
Gene_19597,0.307203946
Gene_19598,0.044206175
Gene_19599,0.832110217
Gene_19600,0.546968473
Gene_19601,-0.264480349
Gene_19602,-0.543801595
Gene_19603,-0.159942148
Gene_19604,-0.550680847
Gene_19605,-0.130195533
Gene_19606,0.016440929
Gene_19607,-0.897930893
Gene_19608,0.630679862
Gene_19609,-0.370427714
Gene_19610,-0.84188435
Gene_19611,-0.351607428
Gene_19612,0.242258157
Gene_19613,0.0830382
Gene_19614,0.422118115
Gene_19615,0.898346125
Gene_19616,1.304940204
Gene_19617,0.285486163
Gene_19618,-1.069402387
Gene_19619,-0.269110803
Gene_19620,-1.004318384
Gene_19621,1.696854074
Gene_19622,1.987400883
Gene_19623,0.650311197
Gene_19624,0.858458843
Gene_19625,0.250943193
Gene_19626,0.366055915
Gene_19627,-1.597454218
Gene_19628,-0.073932365
Gene_19629,-0.881153062
Gene_19630,0.281356538
Gene_19631,-0.059609845
Gene_19632,1.946821962
Gene_19633,0.916627689
Gene_19634,0.284511983
Gene_19635,-0.266939687
Gene_19636,1.676021459
Gene_19637,-0.029954646
Gene_19638,0.331673962
Gene_19639,0.042249604
Gene_19640,-0.404153906
Gene_19641,0.036506222
Gene_19642,-1.961966851
Gene_19643,-1.547706401
Gene_19644,0.349630542
Gene_19645,1.568199691
Gene_19646,0.348221104
Gene_19647,-0.720368855
Gene_19648,-1.442853754
Gene_19649,0.78452726
Gene_19650,-0.567195151
Gene_19651,0.643235419
Gene_19652,0.389865158
Gene_19653,0.478300392
Gene_19654,0.033601707
Gene_19655,0.383644385
Gene_19656,-0.119454401
Gene_19657,-0.635306534
Gene_19658,-0.963499061
Gene_19659,-2.385008798
Gene_19660,-0.181109562
Gene_19661,1.519378183
Gene_19662,0.730080093
Gene_19663,0.227709118
Gene_19664,-0.734004994
Gene_19665,0.997339226
Gene_19666,-0.119309312
Gene_19667,1.574934314
Gene_19668,-0.981087263
Gene_19669,-0.749969528
Gene_19670,-0.847269944
Gene_19671,-1.48211837
Gene_19672,-0.937044685
Gene_19673,0.10321626
Gene_19674,-0.712201025
Gene_19675,-3.856375329
Gene_19676,1.074273297
Gene_19677,-1.684093729
Gene_19678,0.589228285
Gene_19679,0.03121459
Gene_19680,2.117372816
Gene_19681,0.996957482
Gene_19682,-0.504604595
Gene_19683,-0.702063562
Gene_19684,1.502727681
Gene_19685,-1.475871097
Gene_19686,0.190879936
Gene_19687,-0.131120463
Gene_19688,-0.343226069
Gene_19689,0.353513984
Gene_19690,0.189559861
Gene_19691,0.457400743
Gene_19692,0.138975652
Gene_19693,0.417681405
Gene_19694,0.093365193
Gene_19695,-0.659426887
Gene_19696,0.00400126
Gene_19697,-0.71438656
Gene_19698,-0.780376605
Gene_19699,-0.336150003
Gene_19700,-0.119423161
Gene_19701,0.035225306
Gene_19702,0.916378827
Gene_19703,-0.498464083
Gene_19704,0.196851926
Gene_19705,0.118027714
Gene_19706,-0.608628287
Gene_19707,0.073740786
Gene_19708,1.002721415
Gene_19709,0.186506217
Gene_19710,0.226583929
Gene_19711,-0.705328331
Gene_19712,1.968858851
Gene_19713,-0.64835637
Gene_19714,-1.667783461
Gene_19715,0.86018412
Gene_19716,-0.11481704
Gene_19717,-0.303041821
Gene_19718,-0.54555378
Gene_19719,1.871714624
Gene_19720,0.354590279
Gene_19721,0.549751222
Gene_19722,0.162615624
Gene_19723,0.270049613
Gene_19724,1.398624611
Gene_19725,-0.250854661
Gene_19726,-1.456937546
Gene_19727,0.868054654
Gene_19728,0.496701612
Gene_19729,0.107979813
Gene_19730,0.470753242
Gene_19731,-0.37074422
Gene_19732,0.020692583
Gene_19733,-0.131700254
Gene_19734,-0.591488257
Gene_19735,1.189172783
Gene_19736,-1.412258627
Gene_19737,2.360882172
Gene_19738,0.877362209
Gene_19739,-1.777975535
Gene_19740,-0.224166329
Gene_19741,-0.168545916
Gene_19742,0.391886629
Gene_19743,-0.989378271
Gene_19744,0.032025343
Gene_19745,-0.121119398
Gene_19746,-0.737618363
Gene_19747,-0.876752231
Gene_19748,0.918804647
Gene_19749,-1.69658254
Gene_19750,0.477878936
Gene_19751,0.797510307
Gene_19752,-0.218558338
Gene_19753,0.05237284
Gene_19754,1.163495
Gene_19755,-0.704851511
Gene_19756,-0.601652429
Gene_19757,-0.495483681
Gene_19758,1.165325599
Gene_19759,1.292293747
Gene_19760,-1.395890234
Gene_19761,1.006240747
Gene_19762,0.818908306
Gene_19763,1.55359481
Gene_19764,0.385108032
Gene_19765,-0.04426012
Gene_19766,1.145216687
Gene_19767,0.698903792
Gene_19768,2.244898414
Gene_19769,0.958707845
Gene_19770,0.153547976
Gene_19771,-1.17410438
Gene_19772,-0.580917177
Gene_19773,-1.435954978
Gene_19774,-0.215062036
Gene_19775,0.926067593
Gene_19776,-0.003671088
Gene_19777,1.021725269
Gene_19778,0.337573733
Gene_19779,-0.40309229
Gene_19780,0.087625155
Gene_19781,0.472096691
Gene_19782,0.139223398
Gene_19783,0.150684229
Gene_19784,-0.769050108
Gene_19785,-0.432976265
Gene_19786,2.258460796
Gene_19787,1.22846649
Gene_19788,-1.473840897
Gene_19789,-2.366968958
Gene_19790,0.076192421
Gene_19791,0.893472894
Gene_19792,-0.519941837
Gene_19793,1.021658728
Gene_19794,0.059654565
Gene_19795,-0.16306128
Gene_19796,0.756115176
Gene_19797,-0.531875793
Gene_19798,-0.286706322
Gene_19799,0.670167262
Gene_19800,-0.031395937
Gene_19801,1.908776273
Gene_19802,0.693825413
Gene_19803,0.628813828
Gene_19804,-0.049504646
Gene_19805,0.874754677
Gene_19806,-0.322607773
Gene_19807,0.282377751
Gene_19808,-0.916293047
Gene_19809,1.039441392
Gene_19810,0.290604697
Gene_19811,1.982513064
Gene_19812,2.392298384
Gene_19813,0.763319451
Gene_19814,0.068425311
Gene_19815,-0.946064512
Gene_19816,0.904749803
Gene_19817,0.210284564
Gene_19818,0.538034839
Gene_19819,1.729787387
Gene_19820,-0.824423289
Gene_19821,-0.924304168
Gene_19822,-0.236425938
Gene_19823,0.82120115
Gene_19824,0.55486724
Gene_19825,-0.895688512
Gene_19826,0.756552901
Gene_19827,-1.201212819
Gene_19828,-0.837741674
Gene_19829,-0.115457317
Gene_19830,-0.553431246
Gene_19831,0.889859489
Gene_19832,0.286378483
Gene_19833,1.765561178
Gene_19834,-0.247185365
Gene_19835,-0.122202151
Gene_19836,1.210382609
Gene_19837,-0.090920803
Gene_19838,1.494005248
Gene_19839,0.54082821
Gene_19840,-2.35278647
Gene_19841,1.177570414
Gene_19842,0.912726813
Gene_19843,0.951332606
Gene_19844,-1.910978379
Gene_19845,-0.662989961
Gene_19846,-0.588704834
Gene_19847,-0.841121368
Gene_19848,1.741922532
Gene_19849,-0.011767838
Gene_19850,-0.036560943
Gene_19851,0.55200831
Gene_19852,0.569301668
Gene_19853,-3.334892711
Gene_19854,-0.646357537
Gene_19855,-1.412788578
Gene_19856,0.400306093
Gene_19857,-0.288892414
Gene_19858,0.015387565
Gene_19859,-2.078519749
Gene_19860,-0.309852225
Gene_19861,1.115130252
Gene_19862,1.409449483
Gene_19863,0.71886342
Gene_19864,-1.335465293
Gene_19865,1.259401803
Gene_19866,0.724002255
Gene_19867,-0.117189034
Gene_19868,-2.025036315
Gene_19869,0.953594951
Gene_19870,-0.59216633
Gene_19871,0.346165821
Gene_19872,0.068393861
Gene_19873,1.538394984
Gene_19874,-0.125366986
Gene_19875,-0.01511359
Gene_19876,1.57861539
Gene_19877,-0.658222244
Gene_19878,0.814322851
Gene_19879,-0.198615723
Gene_19880,-1.002541962
Gene_19881,0.001160987
Gene_19882,0.691705114
Gene_19883,1.35370984
Gene_19884,1.474693985
Gene_19885,-0.294764074
Gene_19886,-0.987249232
Gene_19887,-0.3187389
Gene_19888,-1.181530753
Gene_19889,-0.217386199
Gene_19890,-0.341665284
Gene_19891,0.727490204
Gene_19892,-2.20593518
Gene_19893,-0.733607946
Gene_19894,-0.725518304
Gene_19895,1.187127252
Gene_19896,-1.113844377
Gene_19897,0.22665736
Gene_19898,-0.128128414
Gene_19899,1.043042527
Gene_19900,0.595831865
Gene_19901,0.121243732
Gene_19902,-0.554666875
Gene_19903,-1.852342503
Gene_19904,0.247085656
Gene_19905,0.530489799
Gene_19906,-1.574867612
Gene_19907,-1.233694164
Gene_19908,0.252329973
Gene_19909,0.339141686
Gene_19910,-0.99064731
Gene_19911,-0.574064714
Gene_19912,-1.836488839
Gene_19913,1.377263904
Gene_19914,-1.299874407
Gene_19915,0.542259391
Gene_19916,-0.034960696
Gene_19917,1.28959362
Gene_19918,-0.792254093
Gene_19919,0.06125271
Gene_19920,-1.698426909
Gene_19921,-1.938526837
Gene_19922,0.596333584
Gene_19923,-1.785025839
Gene_19924,-0.228217534
Gene_19925,1.011295448
Gene_19926,0.746684856
Gene_19927,-0.664585488
Gene_19928,-1.588503136
Gene_19929,0.509494862
Gene_19930,1.342256783
Gene_19931,-0.662238079
Gene_19932,-0.803312858
Gene_19933,-0.524901963
Gene_19934,0.571608711
Gene_19935,1.228517606
Gene_19936,-1.239606811
Gene_19937,-1.498281809
Gene_19938,2.339996322
Gene_19939,-0.177322788
Gene_19940,0.252892796
Gene_19941,-0.691930841
Gene_19942,0.489962309
Gene_19943,0.960060875
Gene_19944,0.299796172
Gene_19945,1.740858077
Gene_19946,-0.32674459
Gene_19947,-0.262882473
Gene_19948,0.231406351
Gene_19949,0.464961646
Gene_19950,0.227947262
Gene_19951,-1.284415027
Gene_19952,0.312515166
Gene_19953,-0.374173585
Gene_19954,-0.580977014
Gene_19955,0.032482055
Gene_19956,-0.961522687
Gene_19957,-1.135391324
Gene_19958,-2.61546896
Gene_19959,1.747237329
Gene_19960,0.555731319
Gene_19961,-0.116764121
Gene_19962,-0.667223237
Gene_19963,-2.876032282
Gene_19964,-0.728528876
Gene_19965,0.715866337
Gene_19966,0.942174304
Gene_19967,0.642291994
Gene_19968,0.158391956
Gene_19969,1.303874146
Gene_19970,-0.328537222
Gene_19971,1.085188916
Gene_19972,-0.384582444
Gene_19973,-0.881141309
Gene_19974,-1.00571298
Gene_19975,-1.064496421
Gene_19976,0.659068029
Gene_19977,-0.742745571
Gene_19978,-1.033028845
Gene_19979,0.71373522
Gene_19980,0.32797039
Gene_19981,0.962591983
Gene_19982,0.512599511
Gene_19983,-0.75311158
Gene_19984,0.076102416
Gene_19985,0.125132991
Gene_19986,-0.919158658
Gene_19987,-1.104624974
Gene_19988,-0.680721609
Gene_19989,2.036582357
Gene_19990,-0.412744094
Gene_19991,1.232866791
Gene_19992,-0.468660509
Gene_19993,0.88883882
Gene_19994,0.902491656
Gene_19995,0.952590508
Gene_19996,0.387827342
Gene_19997,1.377366579
Gene_19998,0.378353969
Gene_19999,1.713529729
Gene_20000,-1.619919803
Gene_20001,0.348286248
Gene_20002,0.283323593
Gene_20003,-0.936519846
Gene_20004,0.579584222
Gene_20005,-1.490082676
Gene_20006,-0.654184326
Gene_20007,-1.999087813
Gene_20008,1.558626517
Gene_20009,-0.231549494
Gene_20010,2.166884035
Gene_20011,0.802949927
Gene_20012,0.448098213
Gene_20013,-0.586227694
Gene_20014,-1.046350036
Gene_20015,0.522971574
Gene_20016,-0.071514009
Gene_20017,-1.339270315
Gene_20018,-1.516858417
Gene_20019,-0.958703729
Gene_20020,1.820967225
Gene_20021,2.213277918
Gene_20022,0.204989147
Gene_20023,0.148942796
Gene_20024,-0.336320372
Gene_20025,-0.934485348
Gene_20026,1.375179058
Gene_20027,1.873576394
Gene_20028,-0.893419086
Gene_20029,-0.082838378
Gene_20030,-0.449866301
Gene_20031,-0.420239075
Gene_20032,1.185908255
Gene_20033,-1.311961545
Gene_20034,0.466469691
Gene_20035,0.728238107
Gene_20036,-0.142151174
Gene_20037,0.893067827
Gene_20038,0.147651841
Gene_20039,1.217129921
Gene_20040,-1.522205305
Gene_20041,-0.348775261
Gene_20042,-0.071813143
Gene_20043,-2.672207384
Gene_20044,-1.085952734
Gene_20045,-0.813599254
Gene_20046,0.948205995
Gene_20047,-0.706843346
Gene_20048,-0.818078987
Gene_20049,0.817485781
Gene_20050,-1.617910646
Gene_20051,-2.071244067
Gene_20052,-0.3615923
Gene_20053,-1.447706768
Gene_20054,-1.409679295
Gene_20055,0.573433792
Gene_20056,0.875973838
Gene_20057,0.788864216
Gene_20058,1.10877666
Gene_20059,1.24113432
Gene_20060,-2.128590209
Gene_20061,0.45041196
Gene_20062,-0.5296082
Gene_20063,-0.747424246
Gene_20064,0.560414632
Gene_20065,-1.73029548
Gene_20066,-1.751108606
Gene_20067,0.633572744
Gene_20068,0.487786018
Gene_20069,0.136732656
Gene_20070,-0.879913405
Gene_20071,0.743829635
Gene_20072,0.680302892
Gene_20073,0.085304515
Gene_20074,-1.177321041
Gene_20075,-0.425248346
Gene_20076,0.837833678
Gene_20077,1.327191223
Gene_20078,-0.326536603
Gene_20079,-0.249672968
Gene_20080,-0.161689108
Gene_20081,0.274893009
Gene_20082,-0.5810673
Gene_20083,-2.894185058
Gene_20084,1.192769002
Gene_20085,1.794688947
Gene_20086,-0.61239986
Gene_20087,-1.066653369
Gene_20088,-0.137100522
Gene_20089,-0.187503884
Gene_20090,0.995518577
Gene_20091,0.054639442
Gene_20092,-0.79262283
Gene_20093,-1.318409451
Gene_20094,0.865634185
Gene_20095,0.599511241
Gene_20096,1.060559878
Gene_20097,-0.968186751
Gene_20098,1.8384369
Gene_20099,-1.743694507
Gene_20100,0.709601021
Gene_20101,-1.909582767
Gene_20102,-0.790331382
Gene_20103,1.56102293
Gene_20104,0.831364254
Gene_20105,-0.546220415
Gene_20106,-0.518837043
Gene_20107,0.100622111
Gene_20108,0.514140991
Gene_20109,1.251579383
Gene_20110,-0.456234005
Gene_20111,-1.611785063
Gene_20112,0.156968627
Gene_20113,-0.457430838
Gene_20114,-1.300633705
Gene_20115,0.297668915
Gene_20116,-0.213113754
Gene_20117,0.306512206
Gene_20118,-0.8944442
Gene_20119,0.48671053
Gene_20120,-1.317098197
Gene_20121,-0.82773139
Gene_20122,-0.242914231
Gene_20123,1.741818415
Gene_20124,0.784825369
Gene_20125,1.077192504
Gene_20126,1.417077033
Gene_20127,3.602832136
Gene_20128,0.041589068
Gene_20129,1.420400923
Gene_20130,1.012635254
Gene_20131,0.996032503
Gene_20132,1.774239618
Gene_20133,-0.419313031
Gene_20134,-0.498685024
Gene_20135,0.319765513
Gene_20136,-0.182699772
Gene_20137,0.318500853
Gene_20138,1.562748785
Gene_20139,-0.478146723
Gene_20140,-0.304678963
Gene_20141,0.174311004
Gene_20142,-0.228318426
Gene_20143,-1.914005828
Gene_20144,-0.580127643
Gene_20145,0.687373242
Gene_20146,1.437546751
Gene_20147,-1.154618568
Gene_20148,-1.159282399
Gene_20149,0.030233803
Gene_20150,-2.075595065
Gene_20151,-0.444970203
Gene_20152,-1.73604206
Gene_20153,1.3690613
Gene_20154,-0.769331154
Gene_20155,1.652834186
Gene_20156,1.113521353
Gene_20157,-0.646317298
Gene_20158,-1.071959637
Gene_20159,-0.193545749
Gene_20160,-0.104646624
Gene_20161,0.346146944
Gene_20162,-0.77654329
Gene_20163,0.746394874
Gene_20164,0.265328055
Gene_20165,-0.340395157
Gene_20166,-0.712040655
Gene_20167,-0.184884983
Gene_20168,-0.816901252
Gene_20169,0.058438695
Gene_20170,0.085438685
Gene_20171,0.261707283
Gene_20172,1.76624241
Gene_20173,-0.13244472
Gene_20174,1.004597867
Gene_20175,0.229587397
Gene_20176,-0.238244302
Gene_20177,-0.11915927
Gene_20178,-0.058826409
Gene_20179,0.279767708
Gene_20180,-0.959320765
Gene_20181,-1.465340383
Gene_20182,0.654297393
Gene_20183,0.898123833
Gene_20184,0.745635833
Gene_20185,0.154972019
Gene_20186,0.767224627
Gene_20187,0.713429026
Gene_20188,0.787629359
Gene_20189,-0.859540821
Gene_20190,-1.096951797
Gene_20191,-0.388569247
Gene_20192,-0.01738411
Gene_20193,-0.241921127
Gene_20194,-1.876690331
Gene_20195,1.721692612
Gene_20196,-0.274045989
Gene_20197,0.172704417
Gene_20198,1.244548991
Gene_20199,-2.34497227
Gene_20200,-0.511693872
Gene_20201,-0.387117274
Gene_20202,-0.336310045
Gene_20203,-0.173486591
Gene_20204,1.447134798
Gene_20205,0.673458876
Gene_20206,0.958035269
Gene_20207,0.047120272
Gene_20208,-1.399373046
Gene_20209,-2.079697035
Gene_20210,-1.529407723
Gene_20211,0.359765704
Gene_20212,0.031769713
Gene_20213,-0.210163648
Gene_20214,-0.368576907
Gene_20215,2.011721575
Gene_20216,-0.822903591
Gene_20217,0.927819456
Gene_20218,0.001912936
Gene_20219,-0.060939512
Gene_20220,1.176637549
Gene_20221,1.462530383
Gene_20222,-0.239549457
Gene_20223,0.799202719
Gene_20224,0.363891362
Gene_20225,0.007437139
Gene_20226,0.204254943
Gene_20227,-0.688008815
Gene_20228,-0.306099393
Gene_20229,-0.58063528
Gene_20230,0.901376716
Gene_20231,-0.095201116
Gene_20232,-1.297714025
Gene_20233,-0.723437223
Gene_20234,-3.199264645
Gene_20235,-0.494492602
Gene_20236,0.037645065
Gene_20237,-0.136135849
Gene_20238,1.980154352
Gene_20239,0.574906041
Gene_20240,0.530451853
Gene_20241,-1.643269035
Gene_20242,-0.364642054
Gene_20243,-0.486662807
Gene_20244,-0.786081199
Gene_20245,-0.799880666
Gene_20246,-1.808122954
Gene_20247,-1.275853205
Gene_20248,0.874093403
Gene_20249,-0.142914692
Gene_20250,-0.506402418
Gene_20251,-0.005411335
Gene_20252,1.167390679
Gene_20253,0.004210521
